emotion,tweet_no_emojis,emoticons
0,"Finished watched EAsone good items like mass effect 2 and maybe NFS but overall dissapointed   buy one, you need one!!",😟
0," good question! it's a pity  that i wasn't there   i live in germany...............but the life must go on  but i'm sad,",😆
0,I just got back from an amazingly fun day at the local amusement park! It was so great... until I started feelin' sick.  Has flu now.,😵
0,big brother!! haha. i told myself i wouldn't watch it but i know i'll end up addicted  there's no hot ones in there tho,😆
0,i just lock up my dog in the room so i can clean better  poor Dolce  lol,😆
0,puzzlepirates is a game  quite entertaining when I get bored but meh gaming is not worth my time nowadays,😆
0,I just realized I was staring at the &quot;When will you die... :number rapidly shrinkingquot; for a minute..FML.,🤐
0,getting the same error on beta.bloglines.com with  and latest firefox.  was working fine on Vista last night,😝
0,"7am I'm awake like clock work, why!?  headed home, hopefully my bed will help me sleeeeep",❤️
0,Stuck in traffic. Got 4 more iPhones to unlock. Maintenace light just cameon in the .,😆
0,wow Call of Duty: World At War was very short  can you believe 60 million people died in WWII?  SIXTY MILLION.,😳
0,feel sick (N) and annoyed (N) but mason musso's voice is getting me through.  the rain has given me a cold,😆
0,Yay! All the tweets I texted in Chemas appeared in Twitter  Not all my phplurks appeared in my Plurk,😆
0,I go to my highschool!,😆
0,You're mean!,😆
0,is spent!  What is sleep again?   I think it's abandoned me.,😳
0,"Talking to Aaron and watching Another Cinderella Story, too bad I missed my favorite part in the beginning  Its all G, playbackk",❤️
0," actually, I'll fwd you and marcus the invite. And this is the ORIGINAL D&amp, not that rip off shit Christian be having ",😉
0,correct  *runs* dont wanna gooo  not cool,😳
0,OMG! some drinks?  im studying microeconomic,😆
0,I hate ft for not hiring you for the summers  how wonderful would that be. htl &amp; valenciaaa tonight bby,❤️
0,doesn't feel good  THREE days left until Summer 2009,❤️
0," naww, your so nice  hahahahhaah i already knew i was ew  hahahahah xoxox ily",😆
0,im so busy packing i had to cancel on my date tonight! sorry babe  shes gonna kill me...,😳
0,"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay tomorrow meet my bbff",❤️
0," Tell me about it, just installing  SP3 which of course takes 50 years to install ",😝
0,What is goin on wit the magic! They aint playin enough &quot&quot;. They just sittin loose! No wonder da couch is pissed. C'mon guys!,😉
0,My weekend is gone like that  Stomachache. Half-dead,😵
0," Wish i had rayban wayfarers, too eensve though  Hello!! ",😆
0,"watching BGT DIVERSITY TO WIN all the way susan boyle isnt that amazing anymore, soz susan  Go Diversity ",😆
0,"How come a guy that is so fuckin' hot can be so fuckin' borin', huh? WHY, GOD!? WHYYYYYYYYY!?  ",😆
0,bored...  maybe i should watch WRESTLING...i miss my Jeffy...  )),😆
0,Ooooh nah I didn't get mine 02 direct which is why I think they are taking so long  Sundays should be renamed lazy day,😆
0,"Holy crap, I didn't realize it's almost 5am...  But I've only been up since 8pm. Ugh, damn sleeping schedule. haha ",😆
0,Hmmm... bf's kinda angry face  eh well it's the games fault not mine,😆
0," 8 exams left .. i finish on friiday  yeahh,, i think i'm gonna get a feverrr  but it's a good excuse to miss exams rofl   ",😆
0,My feet are killing me!  4 more hours! 4 more hours!,😝
0,Happy Birthday Daran! I really do miss you kid  rest in peace,❤️
0,"Just got back from school (Y) I have work in an hour and fuckk I'm so sick, can't hear anything  gahhh byeeeee. cmwacot",❤️
0,breakfast with Agnes&amp;James &amp; then dinner in the old port with the girls. b-days and goodbyes shouldn't be mixed,❤️
0,in super taco. I have to walk to school.  and im testing today!,😩
0,Oh yes! I did! But I havent even had the time to look at them yet  But thank you!,"😨,😉"
0,So tired and drained (). I've done two projects YAY! and they are not great. I have no knowlege about Action Script. I need it.!,😵
0,"I need to build a new computer. Ubuntu, dual boot. This old thing isn't coping anymore. ",😝
0,Haha  Then yo will never get to read a good version of a good idea,😆
0,made spinach dip in cooking but we cant eat it  wtfff  B,❤️
0," but ... but it's michael bay ...*sigh* i'm sorry, love - didn't know you felt that way about it   ",😆
0," aww  every time I see him, I think of that little yellow jersey ",😆
0,33,❤️
0,Just ordered a vinyl iPod case online. IT'S MADONNA there was no  ones,❤️
0,Phewww stayed up all night to finish my floorplan  Time to get ready for school,😵
0,my bike chain has RUST. I got caught in the rain just the one time!!!,😳
0,ok officaly love the saying&quot;ino right:L:L&quot;  got a huge problem on the glen front  dnt no wa 2 wear:L,😆
0,lol.  too bad you aren't coming to Minnesota.,😆
0,"Broke down at a friends house, waitin on triple A.  TamraLea",❤️
0,): cuz i fell asleep not even 10mins l8r she texts me  this is just great,💔
0,hahahaaha a night girl  ...I miss those times,😆
0,blaahh   is still missing haviï¿½.,😆
0,awww  that sucks. you can come to my house and play volleyball,😆
0,"  Read your blog, sorry about the Combined board...  I'll be back some time this evening and come see you!",😆
0,not feeling good again  call or text,❤️
0," lol im to poor to afford one  i so would if i had money, sorry ",😆
0,idk when your new cd will be here  but still love the old one  listening to One Last Kiss atm..,😆
0,Maths exam this morning  But WOW just seen trailer for New Moon and I cant wait for November,😆
0," aww okay.  you're welcome! i wish i could go, but i live in europe ",😆
0,At beach. Will get about / less than 6 hrs and 45 min of sleep.  I still miss some people &amp; the Despair Faction.,😆
0,haha me too! Except this week  I have finals... I gotta study sooo hard.,😝
0,i'm still sitting on the couch watching a show on wolves and looking at some new D&amp dice. all 6-sided. omg. D&amp 4 Dummies.,😉
0,Lol  are you heading home now? ENVY PRIDE,❤️
0," ohhhh that makes sense then.  and i need to reread the lotr trilogy, i lost the three books a long time ago and i'm sad. ",😎
0,gahhhh!!! enrollment  it's crazy tiring. but i bet i'll miss it when i graduate. i bet i'll miss everything when i graduate!!,😳
0," D'aww, Cryssie  Stress no good... Y'know I currently have strange cravings for CrunchyNuts and NutriGrain ",😆
0,happy birthday jaime. loveyou.     ...officially screwed right now. midterm. quiz. 2 projects. and 300 page book. shoot me. please.,❤️
0,awww poop  those were great. spencer and the cheese aisle,😆
0,I'm here all alone..  on mothers day! the only one who is gonna be home is dad  hahah,😆
0,i hope julia is okay  thinking about you girl,❤️
0,VONNIE  lmao... we went to the beach today and the water was ICE freakin COLD  lol. I was forced to walk in,😆
0,OK My bestfriend 'Izze' is gonna stay up REALLY late tonight and work! I feel sorry for her  I miss her too,❤️
0," happy summer!  omg, come this week to ny and visit me i missssssssssesss youuuuuuuuu ",❤️
0,jojiiiii i hate studing! i am going to fail everything!  but i doesn't mater... i saw joe jonas,😆
0," oh damn  hmm *thinks* it can be achieved ^.^ go google, u can find anything on there these days. Woo go the randomness ",😆
0,"babe my phone is dead and i'm to lazy to charge it so i am gonna go to bed. I love you, night PS i'm still really scared ",❤️
0,another succesful BBQ ... i got it right sussed now! Think i scorched my belly (again) standing to close to it  So nearly sussed,😆
0,"I miss my mommy...  I want her to be here, not in Costa Rica... ",😱
0,is it even possible to go from vista to  without having to format everything? im such a n00b,😝
0,i'm such a fattie!  i want food in general..well...mostly pancakes.,😆
0,Well actually I haven't now  haha see you all at night maybe!! My girls I really really miss u  I hope your ok now honey!,😆
0,Lol HAIIII LIZZZZ   When are you getting your internet backk?,😆
0,they're hogging the rain again!!  ROFL,😆
0,so many people are sick rn it sucks  gett better bb,❤️
0,"Ok, NOT going home yet  bullocks. Uh, going to eat some prawn toast and THEN go home. It'll be epic  ta-ta! Xxx",😆
0,haiiii!! Yes I didd was awesome. It's too cold here though  i'm used to it being 38 degrees and now it's like... 8  you ok?,😆
0,soon i will have to say goodbye to all my friends  and i told them and youknw just starting crying  and you???,😆
0,At McDonalds. I so want to go play in the ball pit.  I haven't been in one of those in SO many years. I'm too old now though.,😆
0,hes adorable i cant believe there will be no more 'The Hills',❤️
0,"Installing Parallels and . I feel awful, but I really want to be able to test in IE tomorrow.  #fb",😝
0,"In Norway the clock is 12.28 AM now, and I can't sleep  Drank an energy drink, hope it helped  Hmm, what can I do.. yes music! ",😆
0,"I hate it when I can't sleep  i'm resting on that promisequot;come unto me, all ye that labour and are heavy laden, and I will give you rest&quot;",🤐
0,wow it feels like i got kicked in the mouth.  school. hopefully with jon for a little bit. text it. ily,❤️
0,your so amazing and  your blessed with such an amazing voice!! im one of your biggest fans! please reply  much love  xx,❤️
0,"Is sick -.-&quot; , Loving work eeriance, but hating this shit. ",❤️
0,Awww...okay.Hey maybe we could go T-mall tuesday also??Hmm.I'll talk to Q.Or you have class?!  hope not...,😳
0," going to have such a bad day, I love my  I can't believe I backed into someone ",😺
0,aww lucky u am not even doing anything at the mo   loveyoufletch xxxxxx,❤️
0,omg!  3 days tll blonde hair with purple and blue highlights!  2 exams first tho,😆
0,&quot;You canï¿½t directly upgrade from Windows  to Windows 7. &quot;,😝
0," i miss the sunday night project  ohh, and i love des bishop too ",😆
0,it's summer it's rainy i love rain  and just got my new mini laptop  and im 16 it's radd too bad i have summer school,😆
0,mine ends only 20th June  and I can't wait for it too haha,😆
0,just finished talking to alicia  ugh.. school tomorrow. i thought it was minimum day,❤️
0,"I feel sick, i feel hung over, I am hungry and i can smell thick gravy  ... yummmy ",😳
0," Eeks, i lost my internet connection there for a about 20 min....stupid AOL  Sorry you were sick too  What was wrong?",😆
0,aw damn  loll no...I'm too lazy to go and give my CV   *is that an English word?* I might do that when school's over,😆
0,Oh .. I thought you meant just in general  Nah I'm not watching it,😆
0," I don't want to smoke anything though.  I even stopped smoking the other herb except for like, one time last week. ",😆
0,Banged the shit out of my shin last night. Still a bit limpy.  Think I'll have to not run today.  #c25k #g25k,😭
0,Recovering MS-Windows  after a virus attack,😝
0,aww mann  that sucks lol,😆
0,that didnt come to my cell phone  BOO! im gonna add a picture now. and my tooties came out cute. twit ya,❤️
0,is having a fake tan today  BB was a letdown  the dissapointment  x,😆
0,count me in  but itll be very hard in my part,😆
0,ohhhh about him being married and shaved head  is there any pictures,😮
0,Errrrggghhh! Are you serious? A HOT mess!   LOL @ &quot;I must go&quot;,😆
0," dude, thanks for the tip on  China. I'm in Philadelphia now. Chinese foods here ain't cheap ",😭
0,u made  because I would color my nail black?,😆
0,OH &amp; my hustler shirt finally came in !! yay !!  but damn it is windy  k.nightHUSTLERS,❤️
0," awwww  And your lucky to have such an amazing song with your name, no one sings Galit ",😆
0," mmmm, yes please   actually once i forgot i was cooking rice, and it turned into melted black goop,  oh dears",😆
0,Bonnie is soooo unhealthy.  Ate an Angus 1/3 pounder and is having an iced mocha.  I'm gonna have a heart attack later.  EXERCISE!!,😱
0,I Just got up and heading to school for an exam  i studied and forgot everything again,😳
0,AHAHAHAHAA  I have to go now  chat lateer xx,😆
0,I try calling so many times I didn't get thew  it would really make my day if you replied,❤️
